reason,code,description,rows
missing_description_review,85053,None,2
missing_description_review,21752,None,2
missing_description_review,21384,None,2
missing_description_review,48195,None,2
nonstandard_code_review,DCGS0070,CAMOUFLAGE DOG COLLAR,2
missing_description_review,22146,None,2
missing_description_review,21321,None,2
missing_description_review,22180,None,2
missing_description_review,37501,None,2
missing_description_review,84971L,None,2
missing_description_review,85113,None,2
missing_description_review,84795C,None,2
missing_description_review,84795A,None,2
missing_description_review,10080,None,2
missing_description_review,35004P,None,2
missing_description_review,17014A,None,2
missing_description_review,47587A,None,2
missing_description_review,85121B,None,2
missing_description_review,40018E,None,2
missing_description_review,84251F,None,2
missing_description_review,22348,None,2
missing_description_review,84986B,None,2
missing_description_review,21837,None,2
missing_description_review,84402B,None,2
missing_description_review,35809B,None,2
missing_description_review,35597D,None,2
missing_description_review,44228,None,2
missing_description_review,84709B,None,2
missing_description_review,79161A,None,2
missing_description_review,75013B,None,2
missing_description_review,84762A,None,2
missing_description_review,90042C,None,2
missing_description_review,84684,None,2
missing_description_review,47505,None,2
missing_description_review,84424A,None,2
missing_description_review,22347,None,2
nonstandard_code_review,gift_0001_20,None,2
missing_description_review,47566B,None,2
missing_description_review,22640,None,2
missing_description_review,21923,None,2
missing_description_review,84279B,None,2
missing_description_review,82607E,None,2
missing_description_review,85080,None,2
missing_description_review,35838A,None,2
missing_description_review,22656,None,2
nonstandard_code_review,DOT,None,2
missing_description_review,21181,None,2
nonstandard_code_review,gift_0001_10,None,2
missing_description_review,16162L,None,2
missing_description_review,10123G,None,2
missing_description_review,48184,None,2
missing_description_review,84918,None,2
missing_description_review,21214,None,2
missing_description_review,82072,None,2
missing_description_review,90002C,None,2
missing_description_review,37444B,None,2
missing_description_review,21216,None,2
missing_description_review,84975,None,2
missing_description_review,22690,None,2
missing_description_review,20976,None,2
missing_description_review,85129A,None,2
missing_description_review,22692,None,2
missing_description_review,20960,None,2
missing_description_review,22895,None,2
missing_description_review,21493,None,2
missing_description_review,48116,None,2
missing_description_review,21490,None,2
missing_description_review,79336,None,2
missing_description_review,85028L,None,2
missing_description_review,85028S,None,2
nonstandard_code_review,SP1002,KID'S CHALKBOARD/EASEL,2
missing_description_review,21432,None,2
missing_description_review,16248B,None,2
missing_description_review,84691,None,2
missing_description_review,22596,None,2
missing_description_review,22080,None,2
missing_description_review,20821,None,2
missing_description_review,21738,None,2
missing_description_review,85044,None,2
missing_description_review,22138,None,2
missing_description_review,85047,None,2
missing_description_review,21009,None,2
missing_description_review,37444C,None,2
missing_description_review,85226C,None,2
missing_description_review,85150,None,2
missing_description_review,82551,None,2
missing_description_review,22470,None,2
missing_description_review,22687,None,2
missing_description_review,72814,None,2
missing_description_review,21186,None,2
missing_description_review,21421,None,2
missing_description_review,22959,None,2
missing_description_review,35958,None,2
missing_description_review,84534B,None,2
missing_description_review,21667,None,2
missing_description_review,82605,None,2
missing_description_review,21324,None,2
missing_description_review,37467,None,2
missing_description_review,85049B,None,2
missing_description_review,47591B,None,2
missing_description_review,35645,None,2
missing_description_review,21429,None,2
missing_description_review,22837,None,2
missing_description_review,84459B,None,2
missing_description_review,84535A,None,2
missing_description_review,85045,None,2
missing_description_review,85197,None,2
missing_description_review,21258,None,2
missing_description_review,22627,None,2
missing_description_review,84840,None,2
missing_description_review,21841,None,2
missing_description_review,90005A,None,2
missing_description_review,21898,None,2
missing_description_review,84906,None,2
missing_description_review,22720,None,2
missing_description_review,22988,None,2
missing_description_review,35819B,None,2
missing_description_review,84912A,None,2
missing_description_review,21911,None,2
missing_description_review,85185D,None,2
missing_description_review,20975,None,2
missing_description_review,35653,None,2
missing_description_review,21027,None,2
missing_description_review,22968,None,2
missing_description_review,84548,None,2
missing_description_review,85213,None,2
missing_description_review,35966,None,2
missing_description_review,84686,None,2
missing_description_review,21272,None,2
missing_description_review,84847,None,2
missing_description_review,23134,None,2
missing_description_review,79000,None,2
missing_description_review,85049D,None,2
missing_description_review,85232D,None,2
missing_description_review,23306,None,2
missing_description_review,22035,None,2
missing_description_review,35815P,None,2
missing_description_review,90209C,None,2
missing_description_review,84663A,None,2
missing_description_review,22829,None,2
missing_description_review,21394,None,2
missing_description_review,22688,None,2
missing_description_review,23412,None,2
missing_description_review,85135A,None,2
missing_description_review,23579,None,2
missing_description_review,21809,None,2
missing_description_review,22121,None,2
missing_description_review,72817,None,2
missing_description_review,22579,None,2
missing_description_review,35751C,None,1
missing_description_review,79323G,None,1
missing_description_review,21982,None,1
missing_description_review,84508B,None,1
missing_description_review,21133,None,1
missing_description_review,22158,None,1
missing_description_review,22188,None,1
nonstandard_code_review,gift_0001_80,Dotcomgiftshop Gift Voucher £80.00,1
nonstandard_code_review,DCGS0044,HANDZ-OFF CAR FRESHENER,1
missing_description_review,72267,None,1
nonstandard_code_review,TEST002,This is a test product.,1
missing_description_review,22187,None,1
missing_description_review,35751A,None,1
missing_description_review,84814B,None,1
missing_description_review,72724,None,1
missing_description_review,71263G,None,1
missing_description_review,17164D,None,1
missing_description_review,35999,None,1
missing_description_review,85230C,None,1
missing_description_review,85230D,None,1
missing_description_review,72708,None,1
missing_description_review,20691,None,1
missing_description_review,35051B,None,1
missing_description_review,20880,None,1
missing_description_review,20859,None,1
missing_description_review,22330,None,1
missing_description_review,22390,None,1
missing_description_review,72777,None,1
missing_description_review,79069A,None,1
missing_description_review,85151,None,1
missing_description_review,22003,None,1
missing_description_review,84247B,None,1
missing_description_review,84986A,None,1
missing_description_review,35980A,None,1
missing_description_review,84940,None,1
missing_description_review,79053A,None,1
missing_description_review,72655C,None,1
missing_description_review,47556,None,1
missing_description_review,35977B,None,1
missing_description_review,85083,None,1
missing_description_review,20673,None,1
missing_description_review,35975B,None,1
missing_description_review,20959,None,1
missing_description_review,20884,None,1
missing_description_review,85231D,None,1
missing_description_review,85025A,None,1
missing_description_review,21492,None,1
missing_description_review,21362,None,1
missing_description_review,21852,None,1
missing_description_review,35994,None,1
missing_description_review,22113,None,1
missing_description_review,47340B,None,1
missing_description_review,71409B,None,1
missing_description_review,17129C,None,1
missing_description_review,20995,None,1
missing_description_review,21787,None,1
missing_description_review,35001P,None,1
missing_description_review,21487,None,1
missing_description_review,78056,None,1
missing_description_review,79065A,None,1
missing_description_review,84558B,None,1
missing_description_review,21859,None,1
missing_description_review,79053B,None,1
missing_description_review,21029,None,1
missing_description_review,79340W,None,1
missing_description_review,35821P,None,1
missing_description_review,20743,None,1
missing_description_review,21505,None,1
missing_description_review,21450,None,1
missing_description_review,21148,None,1
missing_description_review,21543,None,1
missing_description_review,79165,None,1
missing_description_review,72483,None,1
missing_description_review,16195,None,1
missing_description_review,84811A,None,1
missing_description_review,47567,None,1
missing_description_review,20683,None,1
missing_description_review,72487,None,1
missing_description_review,71028A,None,1
missing_description_review,37484,None,1
missing_description_review,20721,None,1
missing_description_review,20737,None,1
missing_description_review,84899A,None,1
missing_description_review,84928,None,1
missing_description_review,47347A,None,1
missing_description_review,79309A,None,1
missing_description_review,85098A,None,1
missing_description_review,48172,None,1
missing_description_review,84927C,None,1
missing_description_review,72778,None,1
nonstandard_code_review,TEST002,None,1
missing_description_review,35945,None,1
missing_description_review,35598C,None,1
missing_description_review,90121A,None,1
missing_description_review,85184A,None,1
missing_description_review,40046C,None,1
missing_description_review,21558,None,1
missing_description_review,47009,None,1
missing_description_review,84753A,None,1
missing_description_review,20911,None,1
missing_description_review,35990,None,1
missing_description_review,20940,None,1
missing_description_review,84671A,None,1
missing_description_review,90004A,None,1
missing_description_review,20870,None,1
missing_description_review,21353,None,1
missing_description_review,22213,None,1
missing_description_review,62097A,None,1
missing_description_review,84877C,None,1
missing_description_review,85064,None,1
missing_description_review,21981,None,1
missing_description_review,20714,None,1
missing_description_review,20968,None,1
missing_description_review,16206B,None,1
missing_description_review,21731,None,1
missing_description_review,84933C,None,1
missing_description_review,84494B,None,1
missing_description_review,85070,None,1
missing_description_review,84723,None,1
missing_description_review,72739B,None,1
missing_description_review,47562,None,1
missing_description_review,21554,None,1
missing_description_review,18096C,None,1
missing_description_review,20791,None,1
missing_description_review,21322,None,1
missing_description_review,21893,None,1
missing_description_review,21252,None,1
missing_description_review,21363,None,1
missing_description_review,21409,None,1
missing_description_review,21779,None,1
missing_description_review,85166A,None,1
missing_description_review,85043,None,1
missing_description_review,16254,None,1
missing_description_review,35822B,None,1
missing_description_review,84596I,None,1
missing_description_review,46775A,None,1
missing_description_review,72785B,None,1
missing_description_review,51012C,None,1
missing_description_review,84450A,None,1
missing_description_review,44091A,None,1
missing_description_review,82011E,None,1
missing_description_review,22169,None,1
missing_description_review,79303A,None,1
missing_description_review,84798C,None,1
missing_description_review,84425A,None,1
missing_description_review,21338,None,1
missing_description_review,84081,None,1
missing_description_review,84705C,None,1
missing_description_review,16168S,None,1
missing_description_review,84926B,None,1
missing_description_review,21489,None,1
missing_description_review,84830,None,1
missing_description_review,84251J,None,1
missing_description_review,10124A,None,1
missing_description_review,72796B,None,1
missing_description_review,20698,None,1
missing_description_review,37477C,None,1
missing_description_review,85097B,None,1
missing_description_review,21729,None,1
missing_description_review,84845D,None,1
missing_description_review,37462E,None,1
missing_description_review,37488A,None,1
missing_description_review,44217M,None,1
missing_description_review,22432,None,1
missing_description_review,85114C,None,1
missing_description_review,82553,None,1
missing_description_review,16044,None,1
missing_description_review,21309,None,1
missing_description_review,84464,None,1
missing_description_review,21256,None,1
missing_description_review,15056P,None,1
missing_description_review,15056BL,None,1
missing_description_review,72728,None,1
missing_description_review,72732,None,1
missing_description_review,72759,None,1
missing_description_review,37410,None,1
missing_description_review,20776,None,1
missing_description_review,20775,None,1
missing_description_review,21553,None,1
missing_description_review,22295,None,1
missing_description_review,21396,None,1
missing_description_review,84706A,None,1
missing_description_review,84520D,None,1
missing_description_review,84947,None,1
missing_description_review,84997A,None,1
missing_description_review,82585,None,1
missing_description_review,35096A,None,1
missing_description_review,72484,None,1
missing_description_review,85049C,None,1
missing_description_review,84030C,None,1
missing_description_review,22364,None,1
missing_description_review,22362,None,1
missing_description_review,20688,None,1
missing_description_review,20689,None,1
missing_description_review,84767,None,1
missing_description_review,84437A,None,1
missing_description_review,16161P,None,1
missing_description_review,16244A,None,1
missing_description_review,84402D,None,1
missing_description_review,79413,None,1
missing_description_review,79303D,None,1
missing_description_review,84469,None,1
missing_description_review,84984B,None,1
missing_description_review,17109A,None,1
missing_description_review,85196,None,1
missing_description_review,85206B,None,1
missing_description_review,35978,None,1
nonstandard_code_review,DCGS0075,CAMOUFLAGUE DOG LEAD,1
missing_description_review,85014D,None,1
missing_description_review,84447,None,1
missing_description_review,37326,None,1
missing_description_review,21385,None,1
missing_description_review,84814A,None,1
missing_description_review,84750A,None,1
missing_description_review,85167A,None,1
missing_description_review,21173,None,1
missing_description_review,22290,None,1
missing_description_review,21193,None,1
missing_description_review,84914A,None,1
missing_description_review,22558,None,1
missing_description_review,84875D,None,1
missing_description_review,47503A,None,1
missing_description_review,20685,None,1
missing_description_review,21663,None,1
missing_description_review,47504G,None,1
missing_description_review,90197D,None,1
missing_description_review,47570,None,1
missing_description_review,84627,None,1
missing_description_review,21759,None,1
missing_description_review,75149N,None,1
missing_description_review,16156N,None,1
missing_description_review,84461,None,1
missing_description_review,21935,None,1
missing_description_review,21670,None,1
missing_description_review,46115B,None,1
missing_description_review,75049L,None,1
missing_description_review,44242C,None,1
missing_description_review,17014E,None,1
missing_description_review,84620,None,1
missing_description_review,84854,None,1
missing_description_review,21552,None,1
missing_description_review,84629,None,1
missing_description_review,85231E,None,1
missing_description_review,85050,None,1
missing_description_review,16161M,None,1
missing_description_review,85185C,None,1
missing_description_review,85014C,None,1
missing_description_review,84526,None,1
missing_description_review,84529A,None,1
missing_description_review,17014F,None,1
missing_description_review,72798C,None,1
missing_description_review,72799D,None,1
missing_description_review,84597B,None,1
missing_description_review,20785,None,1
missing_description_review,20786,None,1
missing_description_review,20957,None,1
missing_description_review,84575B,None,1
missing_description_review,84743C,None,1
missing_description_review,84937,None,1
missing_description_review,21950,None,1
missing_description_review,20990,None,1
missing_description_review,84596K,None,1
missing_description_review,84564,None,1
missing_description_review,84595B,None,1
missing_description_review,84858B,None,1
missing_description_review,20862,None,1
missing_description_review,37483,None,1
missing_description_review,79308B,None,1
missing_description_review,21749,None,1
missing_description_review,77081,None,1
missing_description_review,84690,None,1
missing_description_review,22193,None,1
missing_description_review,16052,None,1
missing_description_review,85078,None,1
missing_description_review,21341,None,1
missing_description_review,84886,None,1
missing_description_review,84891B,None,1
missing_description_review,16162M,None,1
missing_description_review,72800A,None,1
missing_description_review,84857A,None,1
missing_description_review,46775E,None,1
missing_description_review,37491C,None,1
missing_description_review,37491A,None,1
missing_description_review,84680,None,1
missing_description_review,21698,None,1
missing_description_review,79030A,None,1
missing_description_review,84709A,None,1
missing_description_review,84712B,None,1
missing_description_review,17001,None,1
missing_description_review,79532,None,1
missing_description_review,47592B,None,1
missing_description_review,84856S,None,1
missing_description_review,79331,None,1
missing_description_review,21226,None,1
missing_description_review,37462B,None,1
missing_description_review,37422,None,1
missing_description_review,20845,None,1
missing_description_review,90081B,None,1
missing_description_review,90094,None,1
missing_description_review,90060D,None,1
missing_description_review,90162A,None,1
missing_description_review,90212C,None,1
missing_description_review,90036B,None,1
missing_description_review,90025C,None,1
missing_description_review,90011C,None,1
missing_description_review,90000C,None,1
missing_description_review,90139,None,1
missing_description_review,90090,None,1
missing_description_review,90087,None,1
missing_description_review,90128B,None,1
missing_description_review,90128A,None,1
nonstandard_code_review,DCGS0041,HAYNES MINI-COOPER PLAYING CARDS,1
missing_description_review,37481,None,1
missing_description_review,85162B,None,1
missing_description_review,21871,None,1
missing_description_review,21077,None,1
missing_description_review,22236,None,1
missing_description_review,21869,None,1
missing_description_review,21740,None,1
missing_description_review,16051,None,1
missing_description_review,16256B,None,1
nonstandard_code_review,gift_0001_70,Dotcomgiftshop Gift Voucher £70.00,1
nonstandard_code_review,DCGS0037,KEY-RING CORKSCREW,1
missing_description_review,84791,None,1
missing_description_review,20861,None,1
nonstandard_code_review,DCGSSBOY,update,1
nonstandard_code_review,DCGSSGIRL,update,1
missing_description_review,20729,None,1
missing_description_review,85222,None,1
missing_description_review,51020B,None,1
missing_description_review,47598,None,1
missing_description_review,84932A,None,1
missing_description_review,84932D,None,1
missing_description_review,90060C,None,1
missing_description_review,90035B,None,1
missing_description_review,21730,None,1
missing_description_review,21185,None,1
missing_description_review,22192,None,1
missing_description_review,22122,None,1
missing_description_review,35838B,None,1
missing_description_review,79320,None,1
missing_description_review,84968D,None,1
missing_description_review,21765,None,1
missing_description_review,85041,None,1
missing_description_review,20660,None,1
missing_description_review,47599A,None,1
missing_description_review,22639,None,1
missing_description_review,22638,None,1
missing_description_review,22641,None,1
missing_description_review,22642,None,1
missing_description_review,22643,None,1
missing_description_review,22604,None,1
missing_description_review,48103,None,1
missing_description_review,21121,None,1
missing_description_review,22752,None,1
missing_description_review,22753,None,1
missing_description_review,22754,None,1
missing_description_review,22756,None,1
missing_description_review,22757,None,1
missing_description_review,22755,None,1
missing_description_review,22759,None,1
missing_description_review,22758,None,1
missing_description_review,84837,None,1
missing_description_review,85160A,None,1
missing_description_review,22456,None,1
missing_description_review,21796,None,1
missing_description_review,21323,None,1
missing_description_review,85160B,None,1
missing_description_review,20863,None,1
missing_description_review,21795,None,1
missing_description_review,21545,None,1
missing_description_review,84926C,None,1
missing_description_review,22487,None,1
missing_description_review,79029,None,1
missing_description_review,21585,None,1
missing_description_review,21728,None,1
missing_description_review,21280,None,1
missing_description_review,22961,None,1
missing_description_review,22963,None,1
missing_description_review,22086,None,1
missing_description_review,22326,None,1
missing_description_review,37449,None,1
missing_description_review,47566,None,1
missing_description_review,90002E,None,1
missing_description_review,78026,None,1
missing_description_review,85217,None,1
missing_description_review,47567B,None,1
missing_description_review,20692,None,1
missing_description_review,21312,None,1
missing_description_review,21687,None,1
missing_description_review,22952,None,1
missing_description_review,22909,None,1
missing_description_review,21610,None,1
missing_description_review,21082,None,1
missing_description_review,21529,None,1
missing_description_review,84858A,None,1
missing_description_review,90040D,None,1
missing_description_review,85231L,None,1
missing_description_review,85184D,None,1
missing_description_review,21538,None,1
missing_description_review,72529W,None,1
missing_description_review,22900,None,1
missing_description_review,22898,None,1
missing_description_review,22908,None,1
missing_description_review,22894,None,1
missing_description_review,22897,None,1
missing_description_review,22896,None,1
missing_description_review,22939,None,1
missing_description_review,21482,None,1
missing_description_review,21007,None,1
missing_description_review,82582,None,1
missing_description_review,20787,None,1
missing_description_review,35981C,None,1
missing_description_review,21330,None,1
missing_description_review,35596,None,1
missing_description_review,20943,None,1
missing_description_review,21542,None,1
missing_description_review,35811A,None,1
missing_description_review,79534,None,1
missing_description_review,85124A,None,1
missing_description_review,17165B,None,1
missing_description_review,48188,None,1
missing_description_review,22285,None,1
missing_description_review,21532,None,1
missing_description_review,35160,None,1
missing_description_review,82607A,None,1
missing_description_review,37448,None,1
missing_description_review,22850,None,1
missing_description_review,85031B,None,1
missing_description_review,17033,None,1
missing_description_review,35991,None,1
missing_description_review,85042,None,1
nonstandard_code_review,DCGS0058,None,1
missing_description_review,85031C,None,1
missing_description_review,21806,None,1
missing_description_review,21016,None,1
missing_description_review,35833G,None,1
nonstandard_code_review,DCGS0062,ROAD-RAGE CAR FRESHENER,1
missing_description_review,35962,None,1
missing_description_review,21010,None,1
missing_description_review,82615,None,1
missing_description_review,82011B,None,1
missing_description_review,72024U,None,1
missing_description_review,85026B,None,1
missing_description_review,35633B,None,1
missing_description_review,20934,None,1
missing_description_review,16202B,None,1
missing_description_review,84964A,None,1
missing_description_review,90203,None,1
missing_description_review,85216,None,1
missing_description_review,85024B,None,1
missing_description_review,16202E,None,1
missing_description_review,85224,None,1
missing_description_review,71279,None,1
missing_description_review,35833P,None,1
missing_description_review,85195,None,1
missing_description_review,21757,None,1
missing_description_review,47503H,None,1
missing_description_review,17012A,None,1
missing_description_review,35271S,None,1
missing_description_review,37352,None,1
missing_description_review,85040B,None,1
missing_description_review,35832,None,1
missing_description_review,21659,None,1
missing_description_review,22275,None,1
missing_description_review,85033S,None,1
missing_description_review,21590,None,1
missing_description_review,16212,None,1
missing_description_review,35932,None,1
missing_description_review,85189,None,1
missing_description_review,21770,None,1
missing_description_review,84803A,None,1
missing_description_review,21134,None,1
missing_description_review,85226A,None,1
missing_description_review,20950,None,1
missing_description_review,84952C,None,1
missing_description_review,35951,None,1
missing_description_review,21651,None,1
missing_description_review,21777,None,1
missing_description_review,85215,None,1
missing_description_review,84270,None,1
missing_description_review,90167,None,1
missing_description_review,37474,None,1
missing_description_review,85170A,None,1
missing_description_review,21595,None,1
missing_description_review,22114,None,1
missing_description_review,21488,None,1
missing_description_review,84688,None,1
missing_description_review,17091A,None,1
missing_description_review,84773,None,1
missing_description_review,20878,None,1
missing_description_review,62095B,None,1
missing_description_review,84802A,None,1
missing_description_review,90002D,None,1
missing_description_review,90042B,None,1
missing_description_review,22218,None,1
missing_description_review,20956,None,1
missing_description_review,85084,None,1
missing_description_review,22591,None,1
missing_description_review,21491,None,1
missing_description_review,84689,None,1
missing_description_review,84675,None,1
missing_description_review,90112,None,1
missing_description_review,35957,None,1
missing_description_review,84562A,None,1
missing_description_review,22323,None,1
missing_description_review,21632,None,1
missing_description_review,21348,None,1
missing_description_review,84823,None,1
missing_description_review,84452,None,1
missing_description_review,37413,None,1
missing_description_review,79063D,None,1
missing_description_review,20798,None,1
missing_description_review,22830,None,1
missing_description_review,35607A,None,1
missing_description_review,22242,None,1
missing_description_review,79063C,None,1
missing_description_review,79062D,None,1
missing_description_review,22353,None,1
missing_description_review,22833,None,1
missing_description_review,84611B,None,1
missing_description_review,84306,None,1
missing_description_review,21655,None,1
missing_description_review,16033,None,1
missing_description_review,22865,None,1
missing_description_review,84029E,None,1
missing_description_review,15058A,None,1
missing_description_review,21973,None,1
