recording_id,session,box,scenario,item_count,core_box_handling_seconds,core_timing_review_required,annotated_operation_seconds,elapsed_span_seconds
U0101,S0200,13,S1,1,38.612,False,74.765,74.765
U0101,S0200,14,S1,3,40.482,False,103.469,103.469
U0101,S0200,15,S1,1,40.214,False,97.274,97.274
U0101,S0200,16,S1,3,41.574,False,97.052,97.052
U0101,S0200,17,S1,1,38.198,False,71.669,79.075
U0101,S0200,18,S1,1,30.992,False,69.017,69.017
U0101,S0200,19,S1,1,33.982,False,71.636,75.87
U0101,S0200,20,S1,1,35.594,False,104.465,104.465
U0101,S0300,1,S1,1,37.246,False,78.708,78.708
U0101,S0300,2,S1,1,38.139,False,72.52,72.52
U0101,S0300,3,S1,5,45.934,False,129.23,129.23
U0101,S0300,4,S1,5,32.709,False,117.722,117.722
U0101,S0300,5,S1,1,26.981,False,68.615,68.615
U0101,S0300,6,S1,2,39.705,False,90.14,90.14
U0101,S0300,7,S1,3,42.795,False,99.992,99.992
U0101,S0300,8,S1,2,30.031,False,71.756,71.756
U0101,S0300,9,S1,1,28.421,False,67.024,67.024
U0101,S0300,10,S1,1,32.56,False,65.16,65.16
U0101,S0300,11,S1,1,37.158,False,74.301,74.301
U0101,S0300,12,S1,1,46.798,False,85.075,85.075
U0101,S0300,13,S1,1,30.539,False,62.636,62.636
U0101,S0300,14,S1,1,52.175,False,91.839,106.696
U0101,S0300,15,S1,1,48.197,False,83.304,83.304
U0101,S0300,16,S1,2,37.824,False,84.76,84.76
U0101,S0300,17,S1,1,36.137,False,71.473,71.473
U0101,S0300,18,S1,2,32.628,False,79.81,79.81
U0101,S0300,19,S1,3,38.364,False,101.346,101.346
U0101,S0300,20,S1,3,46.655,False,135.42,135.42
U0101,S0400,1,S1,1,40.36,False,78.655,78.655
U0101,S0400,2,S1,1,46.04,False,85.847,88.904
U0101,S0400,3,S1,1,36.866,False,74.698,74.698
U0101,S0400,4,S1,1,39.46,False,77.867,77.867
U0101,S0400,5,S1,2,34.433,False,86.438,86.438
U0101,S0400,6,S1,1,47.227,False,86.616,86.616
U0101,S0400,7,S1,1,32.453,False,85.914,85.914
U0101,S0400,8,S1,1,43.044,False,93.176,93.176
U0101,S0400,9,S1,5,66.955,False,171.398,171.398
U0101,S0400,10,S1,1,32.61,False,72.043,72.043
U0101,S0400,11,S1,1,43.859,False,84.987,84.987
U0101,S0400,12,S1,1,42.857,False,80.195,80.195
U0101,S0400,13,S1,1,38.467,False,77.893,77.893
U0101,S0400,14,S1,1,36.721,False,81.061,81.061
U0101,S0400,15,S1,1,41.022,False,79.844,79.844
U0101,S0400,16,S1,4,47.331,False,152.199,152.199
U0101,S0400,17,S1,3,34.801,False,94.36,94.36
U0101,S0400,18,S1,1,33.209,False,69.14,69.14
U0101,S0400,19,S1,1,35.214,False,77.672,81.344
U0101,S0400,20,S1,5,52.789,False,145.115,145.115
U0101,S0500,1,S1,1,38.532,False,77.769,82.48
U0101,S0500,2,S1,1,31.742,False,62.284,62.284
U0101,S0500,3,S1,4,45.533,False,116.491,116.491
U0101,S0500,4,S1,1,30.576,False,66.798,66.798
U0101,S0500,5,S1,1,33.714,False,68.888,68.888
U0101,S0500,6,S1,3,35.669,False,84.831,84.831
U0101,S0500,7,S1,1,34.848,False,69.721,69.721
U0101,S0500,8,S1,5,34.31,False,104.116,104.116
U0101,S0500,9,S1,3,43.28,False,99.2,99.2
U0101,S0500,10,S1,2,38.883,False,87.535,87.535
U0101,S0500,11,S1,1,33.117,False,68.314,68.314
U0101,S0500,12,S1,5,39.109,False,116.315,116.315
U0101,S0500,13,S1,3,37.87,False,90.178,90.178
U0101,S0500,14,S1,4,28.645,False,86.83,86.83
U0101,S0500,15,S1,1,30.302,False,61.907,61.907
U0101,S0500,16,S1,1,25.348,False,60.554,60.554
U0101,S0500,17,S1,1,24.269,False,55.023,55.023
U0101,S0500,18,S1,3,36.019,False,85.665,85.665
U0101,S0500,19,S1,2,26.401,False,71.467,71.467
U0101,S0500,20,S1,5,44.329,False,116.533,116.533
U0102,S0100,1,S1,1,72.341,False,151.624,151.624
U0102,S0100,2,S1,1,60.501,False,128.119,128.119
U0102,S0100,3,S1,4,70.306,False,185.303,185.303
U0102,S0100,4,S1,2,79.318,False,164.566,218.579
U0102,S0100,5,S1,4,79.186,False,207.194,218.496
U0102,S0100,6,S1,2,60.258,False,136.241,136.241
U0102,S0100,7,S1,1,61.632,False,118.029,118.029
U0102,S0100,8,S1,1,81.893,False,146.871,146.871
U0102,S0100,9,S1,4,88.058,False,222.343,222.343
U0102,S0100,10,S1,2,70.833,False,146.947,146.947
U0102,S0100,11,S1,1,55.557,False,109.229,109.229
U0102,S0100,12,S1,3,75.092,False,163.215,163.215
U0102,S0100,13,S1,1,51.575,False,100.694,100.694
U0102,S0100,14,S1,3,87.09,False,188.779,188.779
U0102,S0100,15,S1,1,67.825,False,133.164,133.164
U0102,S0100,16,S1,3,64.494,False,155.976,155.976
U0102,S0100,17,S1,2,74.897,False,140.5,148.204
U0102,S0100,18,S1,1,57.43,False,106.523,106.523
U0102,S0100,19,S1,1,69.495,False,130.316,130.316
U0102,S0100,20,S1,1,56.685,False,116.113,116.113
U0102,S0200,1,S1,1,56.474,False,120.1,120.1
U0102,S0200,2,S1,2,46.909,False,112.924,112.924
U0102,S0200,3,S1,3,58.406,False,136.299,136.299
U0102,S0200,4,S1,2,60.121,False,124.658,124.658
U0102,S0200,5,S1,1,51.59,False,95.541,95.541
U0102,S0200,6,S1,1,49.676,False,93.872,93.872
U0102,S0200,7,S1,2,50.705,False,118.187,118.187
U0102,S0200,8,S1,1,47.232,False,92.307,92.307
U0102,S0200,9,S1,1,55.856,False,102.304,102.304
U0102,S0200,10,S1,1,49.563,False,95.224,95.224
U0102,S0200,11,S1,1,57.585,False,105.141,105.141
U0102,S0200,12,S1,2,65.386,False,127.337,127.337
U0102,S0200,13,S1,4,68.314,False,172.19,172.19
U0102,S0200,14,S1,3,65.202,False,180.505,180.505
U0102,S0200,15,S1,2,56.414,False,119.845,119.845
U0102,S0200,16,S1,1,53.999,False,96.384,96.384
U0102,S0200,17,S1,1,50.906,False,97.231,97.231
U0102,S0200,18,S1,1,45.202,False,88.873,88.873
U0102,S0200,19,S1,3,65.352,False,147.178,147.178
U0102,S0200,20,S1,1,50.113,False,108.62,108.62
U0102,S0300,1,S1,2,48.855,False,115.335,115.335
U0102,S0300,2,S1,1,61.533,False,106.45,106.45
U0102,S0300,3,S1,1,44.858,False,88.919,88.919
U0102,S0300,4,S1,1,47.651,False,99.113,99.113
U0102,S0300,5,S1,1,56.077,False,99.051,99.051
U0102,S0300,6,S1,1,59.283,False,105.867,105.867
U0102,S0300,7,S1,2,65.484,False,144.647,144.647
U0102,S0300,8,S1,1,69.644,False,117.21,117.21
U0102,S0300,9,S1,1,51.861,False,101.157,101.157
U0102,S0300,10,S1,3,67.721,False,148.223,148.223
U0102,S0300,11,S1,2,61.107,False,128.951,128.951
U0102,S0300,12,S1,1,43.97,False,86.517,86.517
U0102,S0300,13,S1,1,43.698,False,87.512,87.512
U0102,S0300,14,S1,1,67.703,False,113.71,113.71
U0102,S0300,15,S1,1,55.923,False,99.484,99.484
U0102,S0300,16,S1,1,48.059,False,91.451,91.451
U0102,S0300,17,S1,1,51.531,False,123.26,123.26
U0102,S0300,18,S1,1,57.903,False,113.273,113.273
U0102,S0300,19,S1,1,63.137,False,110.994,110.994
U0102,S0300,20,S1,1,56.041,False,125.756,125.756
U0102,S0400,1,S1,2,49.838,False,119.144,119.144
U0102,S0400,2,S1,1,57.874,False,106.298,106.298
U0102,S0400,3,S1,1,53.755,False,102.444,102.444
U0102,S0400,4,S1,1,60.37,False,111.757,111.757
U0102,S0400,5,S1,1,46.29,False,115.015,115.015
U0102,S0400,6,S1,2,61.09,False,109.83,109.83
U0102,S0400,7,S1,2,43.053,False,99.416,99.416
U0102,S0400,8,S1,1,40.762,False,84.231,84.231
U0102,S0400,9,S1,1,39.911,False,83.313,83.313
U0102,S0400,10,S1,1,42.106,False,85.837,85.837
U0102,S0400,11,S1,1,60.479,False,105.177,105.177
U0102,S0400,12,S1,1,44.467,False,87.914,87.914
U0102,S0400,13,S1,2,63.917,False,136.129,136.129
U0102,S0400,14,S1,3,41.565,False,114.58,114.58
U0102,S0400,15,S1,1,44.638,False,88.258,88.258
U0102,S0400,16,S1,1,47.051,False,94.193,94.193
U0102,S0400,17,S1,1,45.437,False,85.333,85.333
U0102,S0400,18,S1,1,47.087,False,89.118,89.118
U0102,S0400,19,S1,1,50.6,False,93.849,93.849
U0102,S0400,20,S1,1,40.186,False,93.746,93.746
U0102,S0500,1,S1,1,43.737,False,89.278,89.278
U0102,S0500,2,S1,1,44.85,False,84.996,84.996
U0102,S0500,3,S1,5,55.882,False,180.314,180.314
U0102,S0500,4,S1,5,71.5,False,220.483,220.483
U0102,S0500,5,S1,1,44.588,False,88.139,88.139
U0102,S0500,6,S1,2,51.979,False,109.679,109.679
U0102,S0500,7,S1,3,57.427,False,146.084,146.084
U0102,S0500,8,S1,5,61.55,False,227.159,231.428
U0102,S0500,9,S1,1,45.441,False,93.951,93.951
U0102,S0500,10,S1,1,49.445,False,93.767,93.767
U0102,S0500,11,S1,4,58.582,False,146.353,146.353
U0102,S0500,12,S1,1,49.13,False,93.612,93.612
U0102,S0500,13,S1,2,44.815,False,101.771,101.771
U0102,S0500,14,S1,3,58.365,False,146.943,146.943
U0103,S0100,11,S1,4,60.499,False,144.354,144.354
U0103,S0100,12,S1,4,49.012,False,122.633,127.894
U0103,S0100,13,S1,3,50.796,False,119.913,119.913
U0103,S0100,14,S1,1,57.469,False,96.697,100.86
U0103,S0100,15,S1,2,64.321,False,125.484,125.484
U0103,S0100,16,S1,5,70.271,False,172.808,172.808
U0103,S0100,17,S1,1,51.676,False,93.8,93.8
U0103,S0100,18,S1,1,53.253,False,95.808,95.808
U0103,S0100,19,S1,2,45.689,False,95.93,95.93
U0103,S0100,20,S1,1,63.019,False,111.488,111.488
U0103,S0200,1,S1,2,59.928,False,124.073,124.073
U0103,S0200,2,S1,3,69.233,False,133.965,133.965
U0103,S0200,3,S1,1,58.613,False,106.347,106.347
U0103,S0200,4,S1,1,53.916,False,98.91,107.612
U0103,S0200,5,S1,3,52.692,False,119.888,119.888
U0103,S0200,6,S1,3,45.37,False,108.023,108.023
U0103,S0200,7,S1,2,58.704,False,115.711,115.711
U0103,S0200,8,S1,1,48.311,False,94.507,94.507
U0103,S0200,9,S1,1,46.725,False,83.694,83.694
U0103,S0200,10,S1,1,41.362,False,81.518,81.518
U0103,S0200,11,S1,1,52.569,False,96.262,96.262
U0103,S0200,12,S1,1,51.64,False,94.402,94.402
U0103,S0200,13,S1,4,63.073,False,144.043,144.043
U0103,S0200,14,S1,1,65.053,False,104.232,104.232
U0103,S0200,15,S1,2,46.75,False,91.979,91.979
U0103,S0200,16,S1,5,70.179,False,156.681,156.681
U0103,S0200,17,S1,1,51.885,False,92.155,92.155
U0103,S0200,18,S1,1,46.915,False,82.669,82.669
U0103,S0200,19,S1,2,61.241,False,116.246,116.246
U0103,S0200,20,S1,2,44.872,False,96.106,96.106
U0103,S0300,1,S1,1,56.223,False,94.307,94.307
U0103,S0300,2,S1,1,52.359,False,92.875,92.875
U0103,S0300,3,S1,1,52.263,False,90.278,90.278
U0103,S0300,4,S1,1,44.205,False,76.868,76.868
U0103,S0300,5,S1,5,48.432,False,131.541,131.541
U0103,S0300,6,S1,1,38.654,False,76.69,76.69
U0103,S0300,7,S1,1,62.753,False,101.696,101.696
U0103,S0300,8,S1,1,60.134,False,104.08,104.08
U0103,S0300,9,S1,5,56.368,False,155.622,155.622
U0103,S0300,10,S1,4,64.441,False,161.313,161.313
U0103,S0300,11,S1,1,43.437,False,79.856,79.856
U0103,S0300,12,S1,1,41.687,False,79.393,79.393
U0103,S0300,13,S1,1,49.907,False,92.484,92.484
U0103,S0300,14,S1,2,54.63,False,100.95,100.95
U0103,S0300,15,S1,3,59.266,False,124.461,124.461
U0103,S0300,16,S1,1,49.674,False,88.073,88.073
U0103,S0300,17,S1,1,48.971,False,84.73,84.73
U0103,S0300,18,S1,1,49.65,False,86.97,86.97
U0103,S0300,19,S1,3,63.118,False,126.901,126.901
U0103,S0300,20,S1,1,52.43,False,96.372,96.372
U0103,S0400,1,S1,1,42.197,False,79.61,79.61
U0103,S0400,2,S1,3,44.279,False,103.533,103.533
U0103,S0400,3,S1,5,57.519,False,151.423,151.423
U0103,S0400,4,S1,1,52.965,False,92.039,92.039
U0103,S0400,5,S1,1,54.736,False,93.732,93.732
U0103,S0400,6,S1,1,54.255,False,93.687,93.687
U0103,S0400,7,S1,1,46.122,False,89.9,89.9
U0103,S0400,8,S1,1,37.592,False,77.997,77.997
U0103,S0400,9,S1,1,36.593,False,75.074,75.074
U0103,S0400,10,S1,1,56.312,False,97.27,97.27
U0103,S0400,11,S1,1,47.429,False,85.498,85.498
U0103,S0400,12,S1,1,47.848,False,86.601,86.601
U0103,S0400,13,S1,1,54.044,False,105.21,105.21
U0103,S0400,14,S1,2,57.091,False,102.37,102.37
U0103,S0400,15,S1,2,40.955,False,95.488,95.488
U0103,S0400,16,S1,2,44.589,False,94.218,94.218
U0103,S0400,17,S1,4,50.766,False,119.51,119.51
U0103,S0400,18,S1,1,48.353,False,88.978,88.978
U0103,S0400,19,S1,1,41.733,False,78.548,78.548
U0103,S0400,20,S1,1,43.97,False,88.953,88.953
U0103,S0500,1,S1,1,45.254,False,85.104,85.104
U0103,S0500,2,S1,1,46.229,False,82.176,82.176
U0103,S0500,3,S1,1,46.985,False,82.52,82.52
U0103,S0500,4,S1,1,47.918,False,85.891,85.891
U0103,S0500,5,S1,2,53.406,False,108.705,108.705
U0103,S0500,6,S1,1,48.075,False,85.864,85.864
U0103,S0500,7,S1,2,51.024,False,106.277,106.277
U0103,S0500,8,S1,2,52.379,False,123.569,123.569
U0103,S0500,9,S1,1,52.127,False,96.892,96.892
U0103,S0500,10,S1,1,44.928,False,82.361,82.361
U0103,S0500,11,S1,1,52.203,False,90.707,90.707
U0103,S0500,12,S1,1,46.824,False,82.834,92.732
U0103,S0500,13,S1,1,55.055,False,93.553,93.553
U0103,S0500,14,S1,1,42.493,False,73.524,73.524
U0103,S0500,15,S1,3,38.871,False,83.483,83.483
U0103,S0500,16,S1,1,44.175,False,84.141,84.141
U0103,S0500,17,S1,1,39.756,False,80.966,80.966
U0103,S0500,18,S1,2,43.215,False,95.441,95.441
U0103,S0500,19,S1,2,51.685,False,98.451,98.451
U0103,S0500,20,S1,1,43.093,False,80.831,80.831
U0104,S0100,1,S1,2,78.5,False,189.586,189.586
U0104,S0100,2,S1,1,67.551,False,135.038,135.038
U0104,S0100,3,S1,1,61.516,False,126.768,126.768
U0104,S0100,4,S1,1,56.306,False,112.861,112.861
U0104,S0100,5,S1,1,69.155,False,128.295,128.295
U0104,S0100,6,S1,3,78.247,False,175.313,175.313
U0104,S0100,7,S1,3,73.985,False,282.574,287.114
U0104,S0100,8,S1,1,110.618,False,173.057,186.616
U0104,S0100,9,S1,1,50.146,False,104.339,108.12
U0104,S0100,10,S1,1,67.13,False,121.32,121.32
U0104,S0100,11,S1,1,63.188,False,128.97,128.97
U0104,S0100,12,S1,2,60.913,False,124.92,124.92
U0104,S0100,13,S1,3,76.96,False,159.54,159.54
U0104,S0100,14,S1,1,49.186,False,93.18,93.18
U0104,S0100,15,S1,3,53.479,False,167.43,167.43
U0104,S0100,16,S1,1,54.217,False,98.04,98.04
U0104,S0100,17,S1,3,72.962,False,210.87,210.87
U0104,S0100,18,S1,3,76.198,False,165.69,165.69
U0104,S0100,19,S1,5,67.225,False,160.92,160.92
U0104,S0100,20,S1,1,58.285,False,108.603,108.603
U0104,S0200,1,S1,1,75.651,False,156.051,156.051
U0104,S0200,2,S1,1,60.045,False,110.48,110.48
U0104,S0200,3,S1,1,71.222,False,127.44,127.44
U0104,S0200,4,S1,3,79.51,False,169.68,169.68
U0104,S0200,5,S1,2,54.735,False,142.64,142.64
U0104,S0200,6,S1,5,125.517,False,250.2,250.2
U0104,S0200,7,S1,2,72.16,False,144.96,144.96
U0104,S0200,8,S1,2,53.68,False,113.4,113.4
U0104,S0200,9,S1,1,59.899,False,107.64,107.64
U0104,S0200,10,S1,3,73.597,False,153.325,165.88
U0104,S0200,11,S1,1,80.931,False,128.88,128.88
U0104,S0200,12,S1,1,48.077,False,97.892,110.711
U0104,S0200,13,S1,1,53.797,False,96.46,96.46
U0104,S0200,14,S1,2,71.925,False,130.658,130.658
U0104,S0200,15,S1,1,72.834,False,130.377,130.377
U0104,S0200,16,S1,1,61.454,False,101.27,101.27
U0104,S0200,17,S1,4,86.579,False,190.392,190.392
U0104,S0200,18,S1,5,69.312,False,178.72,178.72
U0104,S0200,19,S1,3,57.455,False,134.952,134.952
U0104,S0200,20,S1,1,81.473,False,138.46,138.46
U0104,S0300,1,S1,3,72.441,False,149.635,149.635
U0104,S0300,2,S1,1,52.84,False,95.196,95.196
U0104,S0300,3,S1,1,54.698,False,104.586,110.786
U0104,S0300,4,S1,1,47.238,False,93.599,93.599
U0104,S0300,5,S1,1,57.483,False,98.929,98.929
U0104,S0300,6,S1,3,59.011,False,128.864,128.864
U0104,S0300,7,S1,1,62.576,False,110.399,123.4
U0104,S0300,8,S1,1,54.218,False,95.964,95.964
U0104,S0300,9,S1,2,72.401,False,128.352,128.352
U0104,S0300,10,S1,1,67.758,False,108.957,108.957
U0104,S0300,11,S1,3,43.494,False,112.299,112.299
U0104,S0300,12,S1,1,62.785,False,100.916,100.916
U0104,S0300,13,S1,5,51.432,False,154.586,154.586
U0104,S0300,14,S1,3,76.085,False,147.268,147.268
U0104,S0300,15,S1,1,70.992,False,113.21,113.21
U0104,S0300,16,S1,3,72.67,False,139.857,147.465
U0104,S0300,17,S1,1,55.926,False,96.891,96.891
U0104,S0300,18,S1,1,65.48,False,105.406,105.406
U0104,S0300,19,S1,1,45.082,False,81.084,81.084
U0104,S0300,20,S1,1,45.531,False,87.92,87.92
U0104,S0400,1,S1,5,60.2,False,167.823,167.823
U0104,S0400,2,S1,4,56.532,False,138.308,138.308
U0104,S0400,3,S1,1,65.024,False,107.715,107.715
U0104,S0400,4,S1,1,63.805,False,101.889,101.889
U0104,S0400,5,S1,3,48.09,False,114.232,114.232
U0104,S0400,6,S1,2,45.189,False,97.186,97.186
U0104,S0400,7,S1,1,56.117,False,97.895,97.895
U0104,S0400,8,S1,1,39.422,False,72.961,72.961
U0104,S0400,9,S1,1,45.565,False,82.608,82.608
U0104,S0400,10,S1,2,43.341,False,91.983,91.983
U0105,S0100,1,S1,3,69.382,False,172.909,172.909
U0105,S0100,2,S1,2,58.057,False,118.287,126.687
U0105,S0100,3,S1,2,49.57,False,113.141,113.141
U0105,S0100,4,S1,1,64.469,False,115.357,115.357
U0105,S0100,5,S1,1,52.651,False,99.399,99.399
U0105,S0100,6,S1,1,70.721,False,118.313,118.313
U0105,S0100,7,S1,1,45.833,False,92.65,92.65
U0105,S0100,8,S1,3,59.986,False,160.829,164.712
U0105,S0100,9,S1,2,59.427,False,113.835,113.835
U0105,S0100,10,S1,5,58.874,False,177.348,177.348
U0105,S0100,11,S1,1,79.748,False,136.761,136.761
U0105,S0100,12,S1,1,53.772,False,104.67,104.67
U0105,S0100,13,S1,1,55.587,False,100.112,104.539
U0105,S0100,14,S1,1,47.907,False,90.48,90.48
U0105,S0100,15,S1,4,82.885,False,175.784,175.784
U0105,S0100,16,S1,1,50.627,False,97.577,97.577
U0105,S0100,17,S1,1,43.215,False,86.853,90.545
U0105,S0100,18,S1,5,53.611,False,165.174,165.174
U0105,S0100,19,S1,2,48.569,False,105.028,105.028
U0105,S0100,20,S1,1,43.972,False,84.269,84.269
U0105,S0200,1,S1,1,45.369,False,94.303,94.303
U0105,S0200,2,S1,2,47.689,False,102.171,102.171
U0105,S0200,3,S1,1,45.933,False,90.246,90.246
U0105,S0200,4,S1,2,58.515,False,116.803,116.803
U0105,S0200,5,S1,1,69.049,False,123.61,123.61
U0105,S0200,6,S1,1,49.188,False,88.045,88.045
U0105,S0200,7,S1,1,51.726,False,91.066,91.066
U0105,S0200,8,S1,1,46.922,False,83.485,83.485
U0105,S0200,9,S1,2,50.354,False,108.331,108.331
U0105,S0200,10,S1,1,58.541,False,138.213,138.213
U0105,S0200,11,S1,3,49.278,False,116.58,116.58
U0105,S0200,12,S1,3,45.253,False,113.867,113.867
U0105,S0200,13,S1,1,41.596,False,82.172,82.172
U0105,S0200,14,S1,2,55.727,False,113.833,113.833
U0105,S0200,15,S1,1,42.356,False,84.474,89.692
U0105,S0200,16,S1,2,57.766,False,111.464,111.464
U0105,S0200,17,S1,3,61.512,False,135.363,135.363
U0105,S0200,18,S1,3,74.219,False,144.771,144.771
U0105,S0200,19,S1,3,50.936,False,120.574,123.551
U0105,S0200,20,S1,5,44.7,False,153.663,153.663
U0105,S0300,1,S1,1,58.213,False,108.067,108.067
U0105,S0300,2,S1,2,42.891,False,99.0,99.0
U0105,S0300,3,S1,1,43.789,False,83.813,83.813
U0105,S0300,4,S1,3,54.365,False,121.121,121.121
U0105,S0300,5,S1,1,42.673,False,76.926,76.926
U0105,S0300,6,S1,4,61.182,False,140.882,144.421
U0105,S0300,7,S1,2,41.074,False,90.416,90.416
U0105,S0300,8,S1,1,53.771,False,93.104,93.104
U0105,S0300,9,S1,1,49.429,False,87.398,87.398
U0105,S0300,10,S1,2,39.886,False,90.368,90.368
U0105,S0300,11,S1,1,39.253,False,75.651,75.651
U0105,S0300,12,S1,1,77.661,False,118.859,118.859
U0105,S0300,13,S1,2,46.088,False,97.149,102.207
U0105,S0300,14,S1,3,47.14,False,106.547,106.547
U0105,S0300,15,S1,1,35.645,False,71.691,71.691
U0105,S0300,16,S1,1,51.532,False,99.755,99.755
U0105,S0300,17,S1,3,58.205,False,127.393,127.393
U0105,S0300,18,S1,1,43.851,False,81.927,81.927
U0105,S0300,19,S1,2,46.653,False,99.047,99.047
U0105,S0300,20,S1,5,47.135,False,139.761,139.761
U0105,S0400,1,S1,1,44.657,False,86.427,86.427
U0105,S0400,2,S1,1,43.964,False,82.471,82.471
U0105,S0400,3,S1,3,53.478,False,120.952,120.952
U0105,S0400,4,S1,5,44.849,False,155.01,155.01
U0105,S0400,5,S1,2,51.826,False,100.616,100.616
U0105,S0400,6,S1,1,50.272,False,92.619,92.619
U0105,S0400,7,S1,4,50.121,False,136.341,136.341
U0105,S0400,8,S1,3,51.416,False,111.174,111.174
U0105,S0400,9,S1,3,37.592,False,94.978,94.978
U0105,S0400,10,S1,1,42.197,False,87.545,87.545
U0105,S0400,11,S1,1,39.945,False,75.91,75.91
U0105,S0400,12,S1,1,38.563,False,75.785,75.785
U0105,S0400,13,S1,2,66.61,False,117.206,123.088
U0105,S0400,14,S1,1,44.691,False,83.906,83.906
U0105,S0400,15,S1,1,38.992,False,77.294,77.294
U0105,S0400,16,S1,3,43.865,False,107.126,107.126
U0105,S0400,17,S1,1,38.59,False,74.424,74.424
U0105,S0400,18,S1,1,76.394,False,121.651,162.635
U0105,S0400,19,S1,1,39.859,False,82.112,82.112
U0105,S0400,20,S1,1,44.108,False,85.261,85.261
U0105,S0500,1,S1,2,72.412,False,129.587,129.587
U0105,S0500,2,S1,2,48.549,False,101.268,101.268
U0105,S0500,3,S1,1,36.711,False,72.748,72.748
U0105,S0500,4,S1,2,47.419,False,96.9,96.9
U0105,S0500,5,S1,5,65.746,False,171.204,171.204
U0105,S0500,6,S1,3,43.925,False,114.213,114.213
U0105,S0500,7,S1,1,43.383,False,81.548,81.548
U0105,S0500,8,S1,2,61.133,False,116.087,116.087
U0105,S0500,9,S1,3,39.037,False,106.123,106.123
U0105,S0500,10,S1,1,31.361,False,63.194,63.194
U0105,S0500,11,S1,5,39.954,False,126.244,126.244
U0105,S0500,12,S1,1,38.046,False,73.177,73.177
U0105,S0500,13,S1,3,35.288,False,106.763,106.763
U0105,S0500,14,S1,2,42.584,False,85.612,85.612
U0105,S0500,15,S1,2,52.266,False,97.47,97.47
U0105,S0500,16,S1,2,34.019,False,76.657,76.657
U0105,S0500,17,S1,2,30.663,False,80.915,80.915
U0105,S0500,18,S1,3,43.643,False,98.163,98.163
U0105,S0500,19,S1,1,31.417,False,61.902,61.902
U0105,S0500,20,S1,3,29.07,False,80.188,80.188
U0106,S0100,1,S1,5,95.054,False,250.814,255.835
U0106,S0100,2,S1,1,66.296,False,122.045,122.045
U0106,S0100,3,S1,2,75.435,False,152.148,152.148
U0106,S0100,4,S1,2,57.35,False,124.031,129.088
U0106,S0100,5,S1,2,63.91,False,125.444,125.444
U0106,S0100,6,S1,1,70.128,False,129.176,129.176
U0106,S0100,7,S1,1,70.716,False,129.484,129.484
U0106,S0100,8,S1,1,78.442,False,133.218,133.218
U0106,S0100,9,S1,3,59.148,False,145.779,145.779
U0106,S0100,10,S1,2,61.145,False,124.74,124.74
U0106,S0100,11,S1,5,112.712,False,243.938,258.046
U0106,S0100,12,S1,1,97.428,False,159.185,199.015
U0106,S0100,13,S1,1,49.722,False,94.05,94.05
U0106,S0100,14,S1,2,55.984,False,122.996,122.996
U0106,S0100,15,S1,4,96.035,False,201.36,201.36
U0106,S0100,16,S1,1,52.039,False,102.593,102.593
U0106,S0100,17,S1,3,64.138,False,148.179,148.179
U0106,S0100,18,S1,1,54.18,False,107.198,107.198
U0106,S0100,19,S1,2,61.593,False,145.14,145.14
U0106,S0100,20,S1,1,65.876,False,120.869,120.869
U0106,S0200,1,S1,1,47.228,False,92.978,92.978
U0106,S0200,2,S1,1,50.116,False,93.288,93.288
U0106,S0200,3,S1,1,50.01,False,89.255,89.255
U0106,S0200,4,S1,1,44.111,False,83.36,83.36
